    + --- ---------------- --------- +
    |                plain recursion |
--- + --- ---------------- --------- +
  n | sol            count  cpu time |
--- + --- ---------------- --------- +
265380 | 82996            82997 1.492e-03 |
265400 | 83001            83002 1.484e-03 |
265420 | 83005            83006 1.483e-03 |
265440 | 83014            83015 1.483e-03 |
265460 | 83020            83021 1.487e-03 |
265480 | 83026            83027 1.488e-03 |
265500 | 83033            83034 1.490e-03 |
265520 | 83038            83039 1.488e-03 |
265540 | 83044            83045 1.483e-03 |
265560 | 83052            83053 1.484e-03 |
265580 | 83057            83058 1.484e-03 |
265600 | 83063            83064 1.486e-03 |
265620 | 83071            83072 1.491e-03 |
265640 | 83075            83076 1.488e-03 |
265660 | 83083            83084 1.489e-03 |
265680 | 83088            83089 1.484e-03 |
265700 | 83092            83093 1.489e-03 |
265720 | 83101            83102 1.482e-03 |
265740 | 83105            83106 1.489e-03 |
265760 | 83109            83110 1.483e-03 |
265780 | 83119            83120 1.488e-03 |
265800 | 83124            83125 1.526e-03 |
265820 | 83129            83130 1.487e-03 |
265840 | 83137            83138 1.485e-03 |
265860 | 83142            83143 1.481e-03 |
265880 | 83150            83151 1.487e-03 |
265900 | 83157            83158 1.491e-03 |
265920 | 83161            83162 1.489e-03 |
265940 | 83168            83169 1.488e-03 |
265960 | 83176            83177 1.492e-03 |
265980 | 83180            83181 1.490e-03 |
266000 | 83187            83188 1.489e-03 |
266020 | 83195            83196 1.494e-03 |
266040 | 83199            83200 1.488e-03 |
266060 | 83206            83207 1.529e-03 |
266080 | 83214            83215 1.492e-03 |
266100 | 83218            83219 1.482e-03 |
266120 | 83227            83228 1.487e-03 |
266140 | 83232            83233 1.486e-03 |
266160 | 83236            83237 1.488e-03 |
266180 | 83246            83247 1.527e-03 |
266200 | 83251            83252 1.491e-03 |
266220 | 83256            83257 1.529e-03 |
266240 | 83264            83265 1.485e-03 |
266260 | 83269            83270 1.489e-03 |
266280 | 83276            83277 1.493e-03 |
266300 | 83283            83284 1.491e-03 |
266320 | 83287            83288 1.485e-03 |
266340 | 83295            83296 1.495e-03 |
266360 | 83301            83302 1.490e-03 |
266380 | 83305            83306 1.527e-03 |
266400 | 83312            83313 1.488e-03 |
266420 | 83319            83320 1.490e-03 |
266440 | 83324            83325 1.491e-03 |
266460 | 83331            83332 1.488e-03 |
266480 | 83339            83340 1.491e-03 |
266500 | 83343            83344 1.524e-03 |
266520 | 83353            83354 1.490e-03 |
266540 | 83357            83358 1.529e-03 |
266560 | 83361            83362 1.494e-03 |
266580 | 83370            83371 1.492e-03 |
266600 | 83374            83375 1.494e-03 |
266620 | 83379            83380 1.492e-03 |
266640 | 83388            83389 1.482e-03 |
266660 | 83392            83393 1.495e-03 |
266680 | 83398            83399 1.494e-03 |
266700 | 83407            83408 1.527e-03 |
266720 | 83412            83413 1.493e-03 |
266740 | 83420            83421 1.489e-03 |
266760 | 83426            83427 1.496e-03 |
266780 | 83430            83431 1.494e-03 |
266800 | 83437            83438 1.490e-03 |
266820 | 83444            83445 1.495e-03 |
266840 | 83449            83450 1.494e-03 |
266860 | 83456            83457 1.531e-03 |
266880 | 83464            83465 1.489e-03 |
266900 | 83468            83469 1.492e-03 |
266920 | 83478            83479 1.494e-03 |
266940 | 83483            83484 1.492e-03 |
266960 | 83487            83488 1.497e-03 |
266980 | 83496            83497 1.500e-03 |
267000 | 83500            83501 1.497e-03 |
267020 | 83504            83505 1.499e-03 |
267040 | 83513            83514 1.496e-03 |
267060 | 83518            83519 1.508e-03 |
267080 | 83524            83525 1.491e-03 |
267100 | 83532            83533 1.495e-03 |
267120 | 83537            83538 1.495e-03 |
267140 | 83545            83546 1.493e-03 |
267160 | 83551            83552 1.493e-03 |
267180 | 83555            83556 1.532e-03 |
267200 | 83561            83562 1.493e-03 |
267220 | 83568            83569 1.496e-03 |
267240 | 83571            83572 1.495e-03 |
267260 | 83580            83581 1.495e-03 |
267280 | 83585            83586 1.496e-03 |
267300 | 83590            83591 1.499e-03 |
267320 | 83597            83598 1.492e-03 |
267340 | 83604            83605 1.500e-03 |
267360 | 83609            83610 1.495e-03 |
267380 | 83617            83618 1.494e-03 |
267400 | 83622            83623 1.531e-03 |
267420 | 83626            83627 1.496e-03 |
267440 | 83635            83636 1.493e-03 |
267460 | 83640            83641 1.497e-03 |
267480 | 83645            83646 1.491e-03 |
267500 | 83653            83654 1.496e-03 |
267520 | 83658            83659 1.517e-03 |
267540 | 83665            83666 1.497e-03 |
267560 | 83672            83673 1.497e-03 |
267580 | 83676            83677 1.496e-03 |
267600 | 83685            83686 1.498e-03 |
267620 | 83690            83691 1.500e-03 |
267640 | 83694            83695 1.498e-03 |
267660 | 83702            83703 1.497e-03 |
267680 | 83709            83710 1.491e-03 |
267700 | 83714            83715 1.492e-03 |
267720 | 83721            83722 1.494e-03 |
267740 | 83728            83729 1.495e-03 |
267760 | 83734            83735 1.495e-03 |
267780 | 83742            83743 1.506e-03 |
267800 | 83746            83747 1.496e-03 |
267820 | 83751            83752 1.537e-03 |
267840 | 83760            83761 1.498e-03 |
267860 | 83765            83766 1.492e-03 |
267880 | 83770            83771 1.499e-03 |
267900 | 83778            83779 1.494e-03 |
267920 | 83782            83783 1.499e-03 |
267940 | 83788            83789 1.537e-03 |
267960 | 83796            83797 1.497e-03 |
267980 | 83801            83802 1.539e-03 |
268000 | 83809            83810 1.500e-03 |
268020 | 83815            83816 1.500e-03 |
268040 | 83819            83820 1.502e-03 |
268060 | 83827            83828 1.496e-03 |
268080 | 83833            83834 1.501e-03 |
268100 | 83838            83839 1.516e-03 |
268120 | 83844            83845 1.501e-03 |
268140 | 83851            83852 1.503e-03 |
268160 | 83856            83857 1.497e-03 |
268180 | 83865            83866 1.497e-03 |
268200 | 83870            83871 1.536e-03 |
268220 | 83876            83877 1.502e-03 |
268240 | 83884            83885 1.503e-03 |
268260 | 83889            83890 1.499e-03 |
268280 | 83894            83895 1.498e-03 |
268300 | 83902            83903 1.501e-03 |
268320 | 83906            83907 1.497e-03 |
268340 | 83912            83913 1.498e-03 |
268360 | 83921            83922 1.543e-03 |
268380 | 83925            83926 1.498e-03 |
268400 | 83934            83935 1.503e-03 |
268420 | 83940            83941 1.500e-03 |
268440 | 83944            83945 1.499e-03 |
268460 | 83952            83953 1.503e-03 |
268480 | 83958            83959 1.498e-03 |
268500 | 83962            83963 1.519e-03 |
268520 | 83971            83972 1.538e-03 |
268540 | 83976            83977 1.498e-03 |
268560 | 83981            83982 1.501e-03 |
268580 | 83989            83990 1.498e-03 |
268600 | 83995            83996 1.620e-03 |
268620 | 84001            84002 1.814e-03 |
268640 | 84008            84009 1.891e-03 |
268660 | 84013            84014 1.894e-03 |
268680 | 84017            84018 1.560e-03 |
268700 | 84026            84027 1.554e-03 |
268720 | 84030            84031 1.661e-03 |
268740 | 84036            84037 2.048e-03 |
268760 | 84045            84046 1.572e-03 |
268780 | 84049            84050 1.550e-03 |
268800 | 84057            84058 1.583e-03 |
268820 | 84063            84064 1.601e-03 |
268840 | 84067            84068 1.813e-03 |
268860 | 84076            84077 1.516e-03 |
268880 | 84081            84082 1.499e-03 |
268900 | 84085            84086 1.548e-03 |
268920 | 84093            84094 1.550e-03 |
268940 | 84098            84099 1.504e-03 |
268960 | 84104            84105 1.510e-03 |
268980 | 84112            84113 1.508e-03 |
269000 | 84118            84119 1.505e-03 |
269020 | 84125            84126 1.504e-03 |
269040 | 84133            84134 1.504e-03 |
269060 | 84137            84138 1.506e-03 |
269080 | 84143            84144 1.505e-03 |
269100 | 84150            84151 1.506e-03 |
269120 | 84154            84155 1.507e-03 |
269140 | 84162            84163 1.493e-03 |
269160 | 84169            84170 1.519e-03 |
269180 | 84173            84174 1.504e-03 |
269200 | 84179            84180 1.504e-03 |
269220 | 84187            84188 1.510e-03 |
269240 | 84192            84193 1.506e-03 |
269260 | 84201            84202 1.501e-03 |
269280 | 84206            84207 1.505e-03 |
269300 | 84211            84212 1.504e-03 |
269320 | 84220            84221 1.507e-03 |
269340 | 84226            84227 1.505e-03 |
269360 | 84230            84231 1.505e-03 |
269380 | 84238            84239 1.510e-03 |
269400 | 84243            84244 1.512e-03 |
269420 | 84249            84250 1.515e-03 |
269440 | 84257            84258 1.509e-03 |
269460 | 84262            84263 1.508e-03 |
269480 | 84268            84269 1.516e-03 |
269500 | 84274            84275 1.511e-03 |
269520 | 84279            84280 1.511e-03 |
269540 | 84285            84286 1.511e-03 |
269560 | 84293            84294 1.510e-03 |
269580 | 84298            84299 1.511e-03 |
269600 | 84305            84306 1.510e-03 |
269620 | 84314            84315 1.512e-03 |
269640 | 84318            84319 1.514e-03 |
269660 | 84328            84329 1.508e-03 |
269680 | 84332            84333 1.511e-03 |
269700 | 84336            84337 1.510e-03 |
269720 | 84346            84347 1.509e-03 |
269740 | 84351            84352 1.511e-03 |
269760 | 84356            84357 1.506e-03 |
269780 | 84365            84366 1.508e-03 |
269800 | 84370            84371 1.516e-03 |
269820 | 84374            84375 1.509e-03 |
269840 | 84383            84384 1.511e-03 |
269860 | 84388            84389 1.512e-03 |
269880 | 84395            84396 1.512e-03 |
269900 | 84401            84402 1.509e-03 |
269920 | 84406            84407 1.509e-03 |
269940 | 84412            84413 1.510e-03 |
269960 | 84420            84421 1.513e-03 |
269980 | 84424            84425 1.507e-03 |
270000 | 84431            84432 1.515e-03 |
270020 | 84439            84440 1.514e-03 |
270040 | 84443            84444 1.513e-03 |
270060 | 84453            84454 1.512e-03 |
270080 | 84459            84460 1.513e-03 |
270100 | 84463            84464 1.508e-03 |
270120 | 84472            84473 1.512e-03 |
270140 | 84477            84478 1.512e-03 |
270160 | 84481            84482 1.516e-03 |
270180 | 84490            84491 1.509e-03 |
270200 | 84495            84496 1.515e-03 |
270220 | 84500            84501 1.539e-03 |
270240 | 84508            84509 1.525e-03 |
270260 | 84513            84514 1.503e-03 |
270280 | 84522            84523 1.675e-03 |
270300 | 84528            84529 1.517e-03 |
270320 | 84532            84533 1.554e-03 |
270340 | 84539            84540 1.510e-03 |
270360 | 84547            84548 1.517e-03 |
270380 | 84551            84552 2.239e-03 |
270400 | 84558            84559 1.513e-03 |
270420 | 84565            84566 1.513e-03 |
270440 | 84569            84570 1.510e-03 |
270460 | 84577            84578 2.086e-03 |
270480 | 84584            84585 1.507e-03 |
270500 | 84589            84590 1.512e-03 |
270520 | 84598            84599 1.549e-03 |
270540 | 84602            84603 2.044e-03 |
270560 | 84606            84607 1.563e-03 |
270580 | 84616            84617 1.507e-03 |
270600 | 84620            84621 1.511e-03 |
270620 | 84626            84627 2.047e-03 |
270640 | 84635            84636 1.518e-03 |
270660 | 84640            84641 1.546e-03 |
270680 | 84647            84648 1.517e-03 |
270700 | 84654            84655 2.089e-03 |
270720 | 84658            84659 1.567e-03 |
270740 | 84666            84667 1.513e-03 |
270760 | 84671            84672 1.553e-03 |
270780 | 84675            84676 1.514e-03 |
270800 | 84683            84684 2.107e-03 |
270820 | 84690            84691 1.515e-03 |
270840 | 84694            84695 1.518e-03 |
270860 | 84700            84701 1.551e-03 |
270880 | 84707            84708 2.032e-03 |
270900 | 84713            84714 1.548e-03 |
270920 | 84722            84723 1.513e-03 |
270940 | 84726            84727 1.516e-03 |
270960 | 84730            84731 2.125e-03 |
270980 | 84739            84740 1.615e-03 |
271000 | 84744            84745 1.561e-03 |
271020 | 84748            84749 1.484e-03 |
271040 | 84757            84758 2.044e-03 |
271060 | 84762            84763 1.567e-03 |
271080 | 84766            84767 1.518e-03 |
271100 | 84775            84776 1.508e-03 |
271120 | 84780            84781 2.013e-03 |
271140 | 84788            84789 1.600e-03 |
271160 | 84793            84794 1.538e-03 |
271180 | 84797            84798 1.516e-03 |
271200 | 84805            84806 1.517e-03 |
271220 | 84812            84813 2.004e-03 |
271240 | 84816            84817 1.551e-03 |
271260 | 84824            84825 1.518e-03 |
271280 | 84831            84832 1.554e-03 |
271300 | 84836            84837 2.058e-03 |
271320 | 84845            84846 1.517e-03 |
271340 | 84850            84851 1.557e-03 |
271360 | 84855            84856 1.516e-03 |
271380 | 84863            84864 2.053e-03 |
271400 | 84868            84869 1.786e-03 |
271420 | 84873            84874 1.555e-03 |
271440 | 84882            84883 1.517e-03 |
271460 | 84886            84887 2.010e-03 |
271480 | 84892            84893 1.583e-03 |
271500 | 84901            84902 1.519e-03 |
271520 | 84905            84906 1.533e-03 |
271540 | 84914            84915 2.013e-03 |
271560 | 84920            84921 1.555e-03 |
271580 | 84924            84925 1.545e-03 |
271600 | 84932            84933 1.523e-03 |
271620 | 84938            84939 1.525e-03 |
271640 | 84942            84943 2.031e-03 |
271660 | 84951            84952 1.525e-03 |
271680 | 84956            84957 1.573e-03 |
271700 | 84961            84962 1.525e-03 |
271720 | 84970            84971 2.037e-03 |
271740 | 84976            84977 1.526e-03 |
271760 | 84983            84984 1.525e-03 |
271780 | 84991            84992 1.576e-03 |
271800 | 84995            84996 2.027e-03 |
271820 | 85001            85002 1.525e-03 |
271840 | 85010            85011 1.522e-03 |
271860 | 85014            85015 1.569e-03 |
271880 | 85020            85021 2.044e-03 |
271900 | 85028            85029 1.535e-03 |
