    + --- ---------------- --------- +
    |                plain recursion |
--- + --- ---------------- --------- +
  n | sol            count  cpu time |
--- + --- ---------------- --------- +
173920 | 54392            54393 9.750e-04 |
173940 | 54399            54400 9.775e-04 |
173960 | 54403            54404 9.730e-04 |
173980 | 54410            54411 9.736e-04 |
174000 | 54416            54417 9.763e-04 |
174020 | 54420            54421 9.743e-04 |
174040 | 54428            54429 9.754e-04 |
174060 | 54433            54434 9.768e-04 |
174080 | 54438            54439 9.784e-04 |
174100 | 54445            54446 9.788e-04 |
174120 | 54452            54453 9.768e-04 |
174140 | 54457            54458 9.767e-04 |
174160 | 54465            54466 9.794e-04 |
174180 | 54470            54471 9.769e-04 |
174200 | 54474            54475 9.784e-04 |
174220 | 54483            54484 9.772e-04 |
174240 | 54488            54489 9.798e-04 |
174260 | 54493            54494 9.789e-04 |
174280 | 54501            54502 9.778e-04 |
174300 | 54506            54507 9.794e-04 |
174320 | 54512            54513 9.766e-04 |
174340 | 54519            54520 9.767e-04 |
174360 | 54524            54525 9.806e-04 |
174380 | 54533            54534 9.760e-04 |
174400 | 54538            54539 9.784e-04 |
174420 | 54542            54543 9.763e-04 |
174440 | 54549            54550 9.826e-04 |
174460 | 54556            54557 9.793e-04 |
174480 | 54560            54561 9.827e-04 |
174500 | 54567            54568 9.805e-04 |
174520 | 54574            54575 9.782e-04 |
174540 | 54578            54579 9.804e-04 |
174560 | 54587            54588 9.792e-04 |
174580 | 54592            54593 9.820e-04 |
174600 | 54598            54599 9.800e-04 |
174620 | 54606            54607 9.791e-04 |
174640 | 54610            54611 9.832e-04 |
174660 | 54616            54617 9.791e-04 |
174680 | 54624            54625 9.849e-04 |
174700 | 54628            54629 9.805e-04 |
174720 | 54634            54635 9.812e-04 |
174740 | 54643            54644 9.823e-04 |
174760 | 54648            54649 9.816e-04 |
174780 | 54657            54658 9.847e-04 |
174800 | 54662            54663 9.824e-04 |
174820 | 54666            54667 9.825e-04 |
174840 | 54674            54675 9.816e-04 |
174860 | 54680            54681 9.819e-04 |
174880 | 54684            54685 9.849e-04 |
174900 | 54693            54694 9.850e-04 |
174920 | 54698            54699 9.800e-04 |
174940 | 54703            54704 9.788e-04 |
174960 | 54711            54712 9.847e-04 |
174980 | 54716            54717 9.808e-04 |
175000 | 54723            54724 9.781e-04 |
175020 | 54730            54731 9.816e-04 |
175040 | 54734            54735 9.800e-04 |
175060 | 54740            54741 9.820e-04 |
175080 | 54749            54750 9.822e-04 |
175100 | 54754            54755 9.816e-04 |
175120 | 54760            54761 9.835e-04 |
175140 | 54768            54769 9.868e-04 |
175160 | 54772            54773 9.825e-04 |
175180 | 54781            54782 9.827e-04 |
175200 | 54787            54788 9.872e-04 |
175220 | 54791            54792 9.860e-04 |
175240 | 54800            54801 9.826e-04 |
175260 | 54806            54807 9.826e-04 |
175280 | 54809            54810 9.832e-04 |
175300 | 54818            54819 9.845e-04 |
175320 | 54824            54825 9.853e-04 |
175340 | 54830            54831 9.848e-04 |
175360 | 54838            54839 9.858e-04 |
175380 | 54844            54845 9.877e-04 |
175400 | 54851            54852 9.833e-04 |
175420 | 54859            54860 9.805e-04 |
175440 | 54863            54864 9.872e-04 |
175460 | 54868            54869 9.868e-04 |
175480 | 54876            54877 9.834e-04 |
175500 | 54880            54881 9.844e-04 |
175520 | 54887            54888 9.843e-04 |
175540 | 54895            54896 9.857e-04 |
175560 | 54899            54900 9.882e-04 |
175580 | 54905            54906 9.840e-04 |
175600 | 54914            54915 9.856e-04 |
175620 | 54918            54919 9.848e-04 |
175640 | 54928            54929 9.847e-04 |
175660 | 54932            54933 9.844e-04 |
175680 | 54937            54938 9.819e-04 |
175700 | 54946            54947 9.769e-04 |
175720 | 54951            54952 9.874e-04 |
175740 | 54956            54957 9.897e-04 |
175760 | 54964            54965 9.902e-04 |
175780 | 54970            54971 9.904e-04 |
175800 | 54976            54977 9.879e-04 |
175820 | 54984            54985 9.888e-04 |
175840 | 54988            54989 9.875e-04 |
175860 | 54995            54996 9.844e-04 |
175880 | 55002            55003 9.852e-04 |
175900 | 55006            55007 9.894e-04 |
175920 | 55013            55014 9.893e-04 |
175940 | 55021            55022 9.889e-04 |
175960 | 55025            55026 9.893e-04 |
175980 | 55032            55033 9.869e-04 |
176000 | 55040            55041 9.833e-04 |
176020 | 55044            55045 9.864e-04 |
176040 | 55053            55054 9.878e-04 |
176060 | 55058            55059 9.888e-04 |
176080 | 55062            55063 9.873e-04 |
176100 | 55071            55072 9.908e-04 |
176120 | 55077            55078 9.909e-04 |
176140 | 55081            55082 9.889e-04 |
176160 | 55090            55091 9.864e-04 |
176180 | 55095            55096 9.897e-04 |
176200 | 55100            55101 9.882e-04 |
176220 | 55108            55109 9.906e-04 |
176240 | 55113            55114 9.903e-04 |
176260 | 55121            55122 9.852e-04 |
176280 | 55127            55128 9.913e-04 |
176300 | 55131            55132 9.905e-04 |
176320 | 55138            55139 9.888e-04 |
176340 | 55146            55147 9.892e-04 |
176360 | 55150            55151 9.901e-04 |
176380 | 55156            55157 9.937e-04 |
176400 | 55164            55165 9.898e-04 |
176420 | 55168            55169 9.905e-04 |
176440 | 55178            55179 9.910e-04 |
176460 | 55183            55184 9.909e-04 |
176480 | 55188            55189 9.897e-04 |
176500 | 55197            55198 9.930e-04 |
176520 | 55202            55203 9.832e-04 |
176540 | 55206            55207 9.911e-04 |
176560 | 55215            55216 9.915e-04 |
176580 | 55220            55221 9.929e-04 |
176600 | 55225            55226 9.926e-04 |
176620 | 55234            55235 9.923e-04 |
176640 | 55239            55240 9.895e-04 |
176660 | 55247            55248 9.904e-04 |
176680 | 55254            55255 9.927e-04 |
176700 | 55258            55259 9.917e-04 |
176720 | 55265            55266 9.931e-04 |
176740 | 55273            55274 9.931e-04 |
176760 | 55277            55278 9.881e-04 |
176780 | 55284            55285 9.937e-04 |
176800 | 55291            55292 9.910e-04 |
176820 | 55296            55297 9.923e-04 |
176840 | 55303            55304 9.892e-04 |
176860 | 55310            55311 9.925e-04 |
176880 | 55315            55316 9.949e-04 |
176900 | 55324            55325 9.940e-04 |
176920 | 55328            55329 9.928e-04 |
176940 | 55333            55334 9.945e-04 |
176960 | 55343            55344 9.958e-04 |
176980 | 55347            55348 9.963e-04 |
177000 | 55353            55354 9.960e-04 |
177020 | 55361            55362 9.923e-04 |
177040 | 55366            55367 9.953e-04 |
177060 | 55373            55374 9.970e-04 |
177080 | 55380            55381 9.945e-04 |
177100 | 55385            55386 9.937e-04 |
177120 | 55393            55394 9.917e-04 |
177140 | 55399            55400 9.929e-04 |
177160 | 55403            55404 9.928e-04 |
177180 | 55411            55412 9.939e-04 |
177200 | 55418            55419 9.923e-04 |
177220 | 55422            55423 9.978e-04 |
177240 | 55429            55430 9.984e-04 |
177260 | 55436            55437 9.937e-04 |
177280 | 55441            55442 9.969e-04 |
177300 | 55450            55451 1.000e-03 |
177320 | 55454            55455 9.922e-04 |
177340 | 55458            55459 9.936e-04 |
177360 | 55467            55468 9.941e-04 |
177380 | 55472            55473 9.993e-04 |
177400 | 55478            55479 1.000e-03 |
177420 | 55487            55488 9.953e-04 |
177440 | 55491            55492 9.962e-04 |
177460 | 55497            55498 9.980e-04 |
177480 | 55505            55506 9.977e-04 |
177500 | 55510            55511 9.976e-04 |
177520 | 55518            55519 9.973e-04 |
177540 | 55523            55524 9.968e-04 |
177560 | 55527            55528 9.943e-04 |
177580 | 55534            55535 9.954e-04 |
177600 | 55541            55542 9.985e-04 |
177620 | 55545            55546 9.997e-04 |
177640 | 55552            55553 9.984e-04 |
177660 | 55559            55560 9.969e-04 |
177680 | 55563            55564 9.980e-04 |
177700 | 55572            55573 9.991e-04 |
177720 | 55577            55578 9.948e-04 |
177740 | 55583            55584 9.971e-04 |
177760 | 55592            55593 9.980e-04 |
177780 | 55596            55597 1.001e-03 |
177800 | 55601            55602 1.000e-03 |
177820 | 55610            55611 9.994e-04 |
177840 | 55614            55615 9.957e-04 |
177860 | 55619            55620 9.992e-04 |
177880 | 55628            55629 9.929e-04 |
177900 | 55633            55634 9.877e-04 |
177920 | 55642            55643 9.980e-04 |
177940 | 55648            55649 9.959e-04 |
177960 | 55652            55653 9.985e-04 |
177980 | 55659            55660 1.001e-03 |
178000 | 55666            55667 9.977e-04 |
178020 | 55669            55670 1.003e-03 |
178040 | 55678            55679 9.988e-04 |
178060 | 55684            55685 9.983e-04 |
178080 | 55687            55688 9.991e-04 |
178100 | 55696            55697 1.000e-03 |
178120 | 55702            55703 9.992e-04 |
178140 | 55708            55709 1.001e-03 |
178160 | 55716            55717 9.993e-04 |
178180 | 55720            55721 1.001e-03 |
178200 | 55725            55726 1.003e-03 |
178220 | 55734            55735 1.001e-03 |
178240 | 55738            55739 9.881e-04 |
178260 | 55744            55745 1.005e-03 |
178280 | 55752            55753 9.966e-04 |
178300 | 55756            55757 1.001e-03 |
178320 | 55765            55766 1.003e-03 |
178340 | 55771            55772 1.004e-03 |
178360 | 55775            55776 1.001e-03 |
178380 | 55783            55784 1.001e-03 |
178400 | 55788            55789 1.001e-03 |
178420 | 55792            55793 1.006e-03 |
178440 | 55801            55802 1.000e-03 |
178460 | 55806            55807 1.003e-03 |
178480 | 55811            55812 9.997e-04 |
178500 | 55819            55820 1.004e-03 |
178520 | 55825            55826 9.981e-04 |
178540 | 55831            55832 9.985e-04 |
178560 | 55839            55840 1.001e-03 |
178580 | 55843            55844 1.003e-03 |
178600 | 55848            55849 1.004e-03 |
178620 | 55857            55858 1.004e-03 |
178640 | 55861            55862 1.006e-03 |
178660 | 55867            55868 1.006e-03 |
178680 | 55875            55876 1.007e-03 |
178700 | 55879            55880 1.005e-03 |
178720 | 55885            55886 1.000e-03 |
178740 | 55892            55893 1.003e-03 |
178760 | 55896            55897 1.001e-03 |
178780 | 55905            55906 1.000e-03 |
178800 | 55910            55911 1.003e-03 |
178820 | 55915            55916 1.007e-03 |
178840 | 55923            55924 1.007e-03 |
178860 | 55929            55930 1.006e-03 |
178880 | 55934            55935 1.002e-03 |
178900 | 55942            55943 1.005e-03 |
178920 | 55948            55949 1.005e-03 |
178940 | 55954            55955 1.006e-03 |
178960 | 55962            55963 1.001e-03 |
178980 | 55967            55968 1.006e-03 |
179000 | 55973            55974 1.002e-03 |
179020 | 55981            55982 1.002e-03 |
179040 | 55985            55986 1.005e-03 |
179060 | 55991            55992 1.005e-03 |
179080 | 55999            56000 1.004e-03 |
179100 | 56004            56005 1.004e-03 |
179120 | 56009            56010 1.009e-03 |
179140 | 56017            56018 1.007e-03 |
179160 | 56021            56022 1.002e-03 |
179180 | 56030            56031 1.002e-03 |
179200 | 56036            56037 1.004e-03 |
179220 | 56040            56041 1.008e-03 |
179240 | 56048            56049 1.008e-03 |
179260 | 56053            56054 1.005e-03 |
179280 | 56057            56058 1.003e-03 |
179300 | 56067            56068 1.009e-03 |
179320 | 56072            56073 1.006e-03 |
179340 | 56077            56078 1.006e-03 |
179360 | 56085            56086 1.008e-03 |
179380 | 56091            56092 1.007e-03 |
179400 | 56097            56098 1.003e-03 |
179420 | 56104            56105 1.009e-03 |
179440 | 56109            56110 1.010e-03 |
179460 | 56115            56116 1.010e-03 |
179480 | 56123            56124 1.005e-03 |
179500 | 56127            56128 1.007e-03 |
179520 | 56134            56135 1.005e-03 |
179540 | 56141            56142 1.007e-03 |
179560 | 56145            56146 1.010e-03 |
179580 | 56155            56156 1.007e-03 |
179600 | 56161            56162 1.009e-03 |
179620 | 56164            56165 1.008e-03 |
179640 | 56174            56175 1.011e-03 |
179660 | 56179            56180 1.009e-03 |
179680 | 56183            56184 1.008e-03 |
179700 | 56192            56193 1.011e-03 |
179720 | 56197            56198 1.010e-03 |
179740 | 56203            56204 1.010e-03 |
179760 | 56210            56211 1.010e-03 |
179780 | 56216            56217 1.012e-03 |
179800 | 56223            56224 1.005e-03 |
179820 | 56231            56232 1.011e-03 |
179840 | 56235            56236 1.008e-03 |
179860 | 56241            56242 1.012e-03 |
179880 | 56249            56250 1.008e-03 |
179900 | 56253            56254 1.008e-03 |
179920 | 56260            56261 1.012e-03 |
179940 | 56267            56268 1.008e-03 |
179960 | 56271            56272 1.009e-03 |
179980 | 56277            56278 1.008e-03 |
180000 | 56285            56286 1.014e-03 |
180020 | 56290            56291 1.013e-03 |
180040 | 56299            56300 1.008e-03 |
180060 | 56304            56305 1.011e-03 |
180080 | 56308            56309 1.016e-03 |
180100 | 56317            56318 1.013e-03 |
180120 | 56322            56323 1.011e-03 |
180140 | 56327            56328 1.013e-03 |
180160 | 56336            56337 1.011e-03 |
180180 | 56341            56342 1.009e-03 |
180200 | 56348            56349 1.012e-03 |
180220 | 56355            56356 1.013e-03 |
180240 | 56360            56361 1.013e-03 |
180260 | 56367            56368 1.012e-03 |
180280 | 56374            56375 1.012e-03 |
180300 | 56378            56379 1.013e-03 |
180320 | 56384            56385 1.013e-03 |
180340 | 56392            56393 1.007e-03 |
180360 | 56397            56398 1.010e-03 |
180380 | 56403            56404 1.010e-03 |
180400 | 56411            56412 1.012e-03 |
180420 | 56416            56417 1.014e-03 |
180440 | 56425            56426 1.010e-03 |
